divname,divrating,plusminus,season,teamid,teamname,type,year,observed_ratings
Lexington Coed (5/2) Weekend,0.0,7.85714285714,Spring,32912,Apple Turnovers (27),Hat,2012,471.428571428
Lexington Coed (5/2) Weekend,0.0,1.71428571429,Spring,32913,Flickerdoodles (28),Hat,2012,102.857142857
Lexington Coed (5/2) Weekend,0.0,1.28571428571,Spring,32914,Hot Buttered Sloth (29),Hat,2012,77.1428571426
Lexington Coed (5/2) Weekend,0.0,-1.14285714286,Spring,32915,Orange Frosting Sugar Rush (30),Hat,2012,-68.5714285716
Lexington Coed (5/2) Weekend,0.0,0.142857142857,Spring,32916,Mint Chocolate Strip (31),Hat,2012,8.57142857142
Lexington Coed (5/2) Weekend,0.0,-0.428571428571,Spring,32917, Foot blockava (32),Hat,2012,-25.7142857143
Lexington Coed (5/2) Weekend,0.0,-3.16666666667,Spring,32918,Blueberry Sky (33),Hat,2012,-190.0
Lexington Coed (5/2) Weekend,0.0,1.83333333333,Spring,32919,Pineapple Upsidedown Fake (34),Hat,2012,110.0
Northborough Open,0.0,-9.0,Winter,32783,discO fever (13),Hat,2012,-540.0
Northborough Open,0.0,-1.14285714286,Winter,32784,Yellow Fever (14),Hat,2012,-68.5714285716
Northborough Open,0.0,-11.8,Winter,32785,Bluebonic Plague (15),Hat,2012,-708.0
Northborough Open,0.0,11.0,Winter,32786,Stupidemic (16),Hat,2012,660.0
Northborough Open,0.0,2.5,Winter,32787,Teen Pregnancy Pact (17),Hat,2012,150.0
Northborough Open,0.0,5.83333333333,Winter,32788,Painful White DiscCharge (18),Hat,2012,350.0
Revere Open,0.0,-1.875,Winter,32771,The Love Bug (1),Hat,2012,-112.5
Revere Open,0.0,-0.857142857143,Winter,32772,Hepatitis D Hepatitis O (2),Hat,2012,-51.4285714286
Revere Open,0.0,3.57142857143,Winter,32773,Black Death (3),Hat,2012,214.285714286
Revere Open,0.0,-6.85714285714,Winter,32774,Linsanity (4),Hat,2012,-411.428571428
Revere Open,0.0,-4.0,Winter,32775,Scarlet Fever (5),Hat,2012,-240.0
Revere Open,0.0,5.28571428571,Winter,32776,Discentery (6),Hat,2012,317.142857143
Revere Open,0.0,4.0,Winter,32777,Bieber Fever (7),Hat,2012,240.0
Revere Open,0.0,0.875,Winter,32778,Blue Balls (8),Hat,2012,52.5
Revere Open,0.0,5.57142857143,Winter,32779,Tebowmania (9),Hat,2012,334.285714286
Revere Open,0.0,-2.42857142857,Winter,32780,Yellow Bieber Fever (10),Hat,2012,-145.714285714
Revere Open,0.0,-2.5,Winter,32781,InFlewEndZone (11),Hat,2012,-150.0
Revere Open,0.0,-0.25,Winter,32782,Huck1N1 (12),Hat,2012,-15.0
Northborough Open,0.0,0.3,Holiday,32434,Lava Flow (1),Hat,2011,18.0
Northborough Open,0.0,-6.55555555556,Holiday,32435,Typhoon (2),Hat,2011,-393.333333334
Northborough Open,0.0,0.7,Holiday,32436,Godzilla (3),Hat,2011,42.0
Northborough Open,0.0,5.44444444444,Holiday,32437,Avalanche (4),Hat,2011,326.666666666
Revere Open,0.0,-1.5,Holiday,32438,HH and the Boston Molassacre (5),Hat,2011,-90.0
Revere Open,0.0,0.555555555556,Holiday,32439,Keiko and the Tsunamis (6),Hat,2011,33.3333333334
Revere Open,0.0,1.3,Holiday,32440,Kitten Tsunami (7),Hat,2011,78.0
Revere Open,0.0,-2.66666666667,Holiday,32441,Red Cross Field Huck (8),Hat,2011,-160.0
Revere Open,0.0,6.7,Holiday,32444,Ice 9 (9),Hat,2011,402.0
Revere Open,0.0,-2.9,Holiday,32445,The Flichter Scale (10),Hat,2011,-174.0
Revere Open,0.0,4.45454545455,Holiday,32599,An Inconvenient Turf (11),Hat,2011,267.272727273
Revere Open,0.0,-6.0,Holiday,32600,12 Monkeys (12),Hat,2011,-360.0
4/3 Div 1,1700.0,3.28571428571,Fall,32286,Bear Cavalry,Club,2011,1897.14285714
4/3 Div 1,1700.0,1.0,Fall,32310,Blocktopus,Club,2011,1760.0
4/3 Div 1,1700.0,1.5,Fall,32289,Burning River,Club,2011,1790.0
4/3 Div 1,1700.0,-0.8,Fall,32315,Flowchart,Club,2011,1652.0
4/3 Div 1,1700.0,-5.75,Fall,32285,GrassBurner Harvest,Club,2011,1355.0
4/3 Div 1,1700.0,0.2,Fall,32317,Punchface Champion,Club,2011,1712.0
4/3 Div 1,1700.0,2.16666666667,Fall,32280,The Animals,Club,2011,1830.0
4/3 Div 1,1700.0,-0.8,Fall,32293,Topless Pillow Fight,Club,2011,1652.0
4/3 Div 2,1300.0,-3.25,Fall,32282,A Lil Bit Sticky,Club,2011,1105.0
4/3 Div 2,1300.0,-1.57142857143,Fall,32307,Autumn Bees,Club,2011,1205.71428571
4/3 Div 2,1300.0,0.4,Fall,32318,Blood Sweat and Beers,Club,2011,1324.0
4/3 Div 2,1300.0,0.6,Fall,32314,Double Agent,Club,2011,1336.0
4/3 Div 2,1300.0,6.0,Fall,32284,GTU,Club,2011,1660.0
4/3 Div 2,1300.0,-3.42857142857,Fall,32294,Love Handles,Club,2011,1094.28571429
4/3 Div 2,1300.0,4.88888888889,Fall,32288,LPFK,Club,2011,1593.33333333
4/3 Div 2,1300.0,0.0,Fall,32283,Rabblecaddy,Club,2011,1300.0
4/3 Div 2,1300.0,-1.71428571429,Fall,32304,Rebel Alliance,Club,2011,1197.14285714
4/3 Div 2,1300.0,2.57142857143,Fall,32316,Sketch,Club,2011,1454.28571429
4/3 Div 2,1300.0,-1.0,Fall,32302,skoosh,Club,2011,1240.0
4/3 Div 2,1300.0,-3.5,Fall,32584,The Bird is the Word,Club,2011,1090.0
4/3 Div 2,1300.0,-2.5,Fall,32281,Toads,Club,2011,1150.0
4/3 Div 2,1300.0,0.5,Fall,32303,Unicorns Capping Dreams,Club,2011,1330.0
4/3 Div 2,1300.0,-2.5,Fall,32267,Upstream,Club,2011,1150.0
4/3 Div 3,900.0,0.625,Fall,32292,123 Frisbee,Club,2011,937.5
4/3 Div 3,900.0,4.5,Fall,32279,Fall Dirt,Club,2011,1170.0
4/3 Div 3,900.0,-6.0,Fall,32306,Huck Buddies,Club,2011,540.0
4/3 Div 3,900.0,-6.33333333333,Fall,32297,It's a Trap,Club,2011,520.0
4/3 Div 3,900.0,2.71428571429,Fall,32278,Moosehead Cowpokes,Club,2011,1062.85714286
4/3 Div 3,900.0,3.125,Fall,32319,Shark Lightning,Club,2011,1087.5
4/3 Div 3,900.0,2.0,Fall,32311,Stack to the Future,Club,2011,1020.0
4/3 Div 3,900.0,1.375,Fall,32299,Thats What She Said,Club,2011,982.5
4/3 Div 3,900.0,2.125,Fall,32295,The Coasters,Club,2011,1027.5
4/3 Div 3,900.0,-5.71428571429,Fall,32290,THEM!,Club,2011,557.142857143
4/3 Div 3,900.0,-4.57142857143,Fall,32313,Too Drunk to Fail,Club,2011,625.714285714
4/3 Div 3,900.0,4.375,Fall,32277,Top Shelf,Club,2011,1162.5
4/3 Div 3,900.0,3.375,Fall,32291,Underwater Monkey Cowboys,Club,2011,1102.5
4/3 Div 3,900.0,-4.0,Fall,32287,WolfGang,Club,2011,660.0
Open Div 1,1300.0,4.57142857143,Fall,32276,Black and BOOM,Club,2011,1574.28571429
Open Div 1,1300.0,1.2,Fall,32308,Concrete Jungle,Club,2011,1372.0
Open Div 1,1300.0,-3.83333333333,Fall,32574,I Thought She Was Legal,Club,2011,1070.0
Open Div 1,1300.0,1.66666666667,Fall,32570,Mill City Flatball,Club,2011,1400.0
Open Div 1,1300.0,1.28571428571,Fall,32300,Spirit Fowl ,Club,2011,1377.14285714
Open Div 1,1300.0,4.5,Fall,32305,WiPPs,Club,2011,1570.0
Open Div 2,1100.0,-10.1666666667,Fall,32301,Athenahealth,Club,2011,489.999999998
Open Div 2,1100.0,6.5,Fall,32418,Falling Jackalopes,Club,2011,1490.0
Open Div 2,1100.0,-1.83333333333,Fall,32573,Salem State - Norse Force,Club,2011,990.0
Open Div 2,1100.0,-7.4,Fall,32309,wentworth ultimate,Club,2011,656.0
JP Mixed (4/3),0.0,2.28571428571,Fall,32320,Hucky Charms (1),Hat,2011,137.142857143
JP Mixed (4/3),0.0,0.0,Fall,32321,Flap Jack Stack Attack (2),Hat,2011,0.0
JP Mixed (4/3),0.0,-3.8,Fall,32322,The Brave Little Toasters (3),Hat,2011,-228.0
JP Mixed (4/3),0.0,-4.71428571429,Fall,32323,Morning Sausage (4),Hat,2011,-282.857142857
JP Mixed (4/3),0.0,1.66666666667,Fall,32324,Supernova (5),Hat,2011,100.0
JP Mixed (4/3),0.0,0.571428571429,Fall,32325,fruit CUP! (6),Hat,2011,34.2857142857
JP Mixed (4/3),0.0,-3.33333333333,Fall,32326,French Toast Brigade (7),Hat,2011,-200.0
JP Mixed (4/3),0.0,6.0,Fall,32327,Banger in the Mouth (8),Hat,2011,360.0
JP Mixed (4/3),0.0,-3.14285714286,Fall,32328,Discuits and Gravy (9),Hat,2011,-188.571428572
JP Mixed (4/3),0.0,4.83333333333,Fall,32329,Runny Legs (10),Hat,2011,290.0
JP Mixed (4/3),0.0,-0.4,Fall,32330,Elevensies (11),Hat,2011,-24.0
JP Mixed (4/3),0.0,-1.4,Fall,32331,Green Eggs and Hammers (12),Hat,2011,-84.0
JP Mixed (4/3),0.0,2.28571428571,Fall,32332,Cocoa Hucks (13),Hat,2011,137.142857143
JP Mixed (4/3),0.0,1.0,Fall,32333,Breakfast with Barbie (14),Hat,2011,60.0
JP Mixed (4/3),0.0,-2.5,Fall,32334,Pop Tarts (15),Hat,2011,-150.0
JP Mixed (4/3),0.0,-0.857142857143,Fall,32335,Juevos Ranch Heros (16),Hat,2011,-51.4285714286
JP Mixed (4/3),0.0,-4.6,Fall,32336,Stack Crackle Pop! (17),Hat,2011,-276.0
JP Mixed (4/3),0.0,2.0,Fall,32337,Blueberry Stuffin (18),Hat,2011,120.0
JP Mixed (4/3),0.0,-4.75,Fall,32338,silly dan flicks are for kids (19),Hat,2011,-285.0
JP Mixed (4/3),0.0,4.14285714286,Fall,32339,baconBaconbacon (20),Hat,2011,248.571428572
Lexington Coed (5/2) Weeknight,0.0,7.0,Fall,32340,Plum Putting (21),Hat,2011,420.0
Lexington Coed (5/2) Weeknight,0.0,7.28571428571,Fall,32341,Double Stack (22),Hat,2011,437.142857143
Lexington Coed (5/2) Weeknight,0.0,-7.0,Fall,32342,Frosted Fakes (23),Hat,2011,-420.0
Lexington Coed (5/2) Weeknight,0.0,-7.83333333333,Fall,32343,Hammer and Eggs (24),Hat,2011,-470.0
Lexington Coed (5/2) Weeknight,0.0,0.333333333333,Fall,32344,International House of Handblock (25),Hat,2011,20.0
Lexington Coed (5/2) Weeknight,0.0,-1.2,Fall,32345,Bloody Hammers (26),Hat,2011,-72.0
Lexington Coed (5/2) Weeknight,0.0,-2.625,Summer,32201,Thunder Huck (17),Hat,2011,-157.5
Lexington Coed (5/2) Weeknight,0.0,0.285714285714,Summer,32203,Handlin' Man (18),Hat,2011,17.1428571428
Lexington Coed (5/2) Weeknight,0.0,5.75,Summer,32204,Sky Supply (19),Hat,2011,345.0
Lexington Coed (5/2) Weeknight,0.0,0.25,Summer,32205,Grateful Red (20),Hat,2011,15.0
Lexington Coed (5/2) Weeknight,0.0,-7.0,Summer,32206,Frisbird (21),Hat,2011,-420.0
Lexington Coed (5/2) Weeknight,0.0,2.5,Summer,32207,Handle in the Wind (22),Hat,2011,150.0
Metro Mixed (4/3),0.0,-3.22222222222,Summer,32111,Rolling Zones (1),Hat,2011,-193.333333333
Metro Mixed (4/3),0.0,1.88888888889,Summer,32112,I Would Do Anything For Hucks (2),Hat,2011,113.333333333
Metro Mixed (4/3),0.0,1.88888888889,Summer,32113,Blue Oyster Cut (3),Hat,2011,113.333333333
Metro Mixed (4/3),0.0,-1.77777777778,Summer,32114,The Black Throwes (4),Hat,2011,-106.666666667
Metro Mixed (4/3),0.0,-1.44444444444,Summer,32115,Breakside of the Moon (5),Hat,2011,-86.6666666664
Metro Mixed (4/3),0.0,-4.66666666667,Summer,32116,Bohemian Huck City (6),Hat,2011,-280.0
Metro Mixed (4/3),0.0,0.666666666667,Summer,32117,Fleetwood Stack (7),Hat,2011,40.0
Metro Mixed (4/3),0.0,6.66666666667,Summer,32118,Graytful Dead (8),Hat,2011,400.0
Metro Mixed (4/3),0.0,-0.625,Summer,32119,Red Zeppelin (9),Hat,2011,-37.5
Metro Mixed (4/3),0.0,1.5,Summer,32120,Another One Bids the Dust (10),Hat,2011,90.0
Metro Mixed (4/3),0.0,-7.375,Summer,32121,Jethro Pull (11),Hat,2011,-442.5
Metro Mixed (4/3),0.0,-3.0,Summer,32122,Total Eclipse of the Mark (12),Hat,2011,-180.0
Metro Mixed (4/3),0.0,-1.25,Summer,32123,our stall goes to eleven (13),Hat,2011,-75.0
Metro Mixed (4/3),0.0,5.375,Summer,32124,Don't Force The Reaper (14),Hat,2011,322.5
Metro Mixed (4/3),0.0,6.75,Summer,32125,Sweet Child 'O LIME (15),Hat,2011,405.0
Metro Mixed (4/3),0.0,-1.375,Summer,32126,Stack in Black (16),Hat,2011,-82.5
4/3 Div 1,1800.0,-2.14285714286,Summer,31389,BBN,Club,2011,1671.42857143
4/3 Div 1,1800.0,1.86666666667,Summer,31346,Capture The Dream,Club,2011,1912.0
4/3 Div 1,1800.0,-2.5,Summer,31484,Elephantitus,Club,2011,1650.0
4/3 Div 1,1800.0,0.3125,Summer,31361,Flowchart,Club,2011,1818.75
4/3 Div 1,1800.0,0.333333333333,Summer,31392,Gothrilla,Club,2011,1820.0
4/3 Div 1,1800.0,2.25,Summer,31341,GrassBurner,Club,2011,1935.0
4/3 Div 1,1800.0,1.4,Summer,31354,Swingers,Club,2011,1884.0
4/3 Div 1,1800.0,-1.33333333333,Summer,31349,Wuwu,Club,2011,1720.0
4/3 Div 1,1800.0,4.0,Summer,31357,Zerg Rush!,Club,2011,2040.0
4/3 Div 2,1400.0,-0.307692307692,Summer,31423,A Lil Bit Sitcky,Club,2011,1381.53846154
4/3 Div 2,1400.0,-0.333333333333,Summer,31436,Crossfire,Club,2011,1380.0
4/3 Div 2,1400.0,7.28571428571,Summer,31367,Darkwing,Club,2011,1837.14285714
4/3 Div 2,1400.0,0.25,Summer,31432,Demons,Club,2011,1415.0
4/3 Div 2,1400.0,-0.35,Summer,31431,Fetch,Club,2011,1379.0
4/3 Div 2,1400.0,0.0,Summer,31337,Hustle and Flow,Club,2011,1400.0
4/3 Div 2,1400.0,1.875,Summer,31345,JHOP,Club,2011,1512.5
4/3 Div 2,1400.0,2.21052631579,Summer,31467,LARP Convention,Club,2011,1532.63157895
4/3 Div 2,1400.0,-1.71428571429,Summer,31335,Love Handles,Club,2011,1297.14285714
4/3 Div 2,1400.0,-0.157894736842,Summer,31386,LPFK,Club,2011,1390.52631579
4/3 Div 2,1400.0,0.5,Summer,31338,puddingstone,Club,2011,1430.0
4/3 Div 2,1400.0,-1.85714285714,Summer,31470,Rebel Alliance,Club,2011,1288.57142857
4/3 Div 2,1400.0,-1.77777777778,Summer,31348,Skoosh,Club,2011,1293.33333333
4/3 Div 2,1400.0,1.47619047619,Summer,31391,Store Bought Dirt,Club,2011,1488.57142857
4/3 Div 2,1400.0,-2.46153846154,Summer,31368,Tubbs,Club,2011,1252.30769231
4/3 Div 2,1400.0,1.91666666667,Summer,31351,Turtle Boy,Club,2011,1515.0
4/3 Div 2,1400.0,1.0,Summer,31388,Upstream,Club,2011,1460.0
4/3 Div 3,1000.0,-4.5,Summer,31365,123 Frisbee,Club,2011,730.0
4/3 Div 3,1000.0,-1.0,Summer,31333,Aunt Jomamas Jomamacare,Club,2011,940.0
4/3 Div 3,1000.0,0.692307692308,Summer,31364,Baboon Heart,Club,2011,1041.53846154
4/3 Div 3,1000.0,-0.588235294118,Summer,31433,Double Run,Club,2011,964.705882353
4/3 Div 3,1000.0,0.222222222222,Summer,31477,Hipster Kitties,Club,2011,1013.33333333
4/3 Div 3,1000.0,-4.0,Summer,31358,Huck Buddies,Club,2011,760.0
4/3 Div 3,1000.0,-9.9,Summer,31397,It's a Trap,Club,2011,406.0
4/3 Div 3,1000.0,-4.6,Summer,31428,Stack to the Future,Club,2011,724.0
4/3 Div 3,1000.0,-2.66666666667,Summer,31479,The Americans,Club,2011,840.0
4/3 Div 3,1000.0,4.35,Summer,31353,Toads,Club,2011,1261.0
4/3 Div 3,1000.0,0.0714285714286,Summer,31398,Top Shelf,Club,2011,1004.28571429
5/2 Div 1,1700.0,5.54545454545,Summer,31425,Boom Strike,Club,2011,2032.72727273
5/2 Div 1,1700.0,4.375,Summer,31378,Fresh2Death,Club,2011,1962.5
5/2 Div 1,1700.0,0.875,Summer,31435,Princess Train,Club,2011,1752.5
5/2 Div 1,1700.0,2.72727272727,Summer,31427,Stonecutters,Club,2011,1863.63636364
5/2 Div 1,1700.0,1.7,Summer,31344,Teenage Cavemen,Club,2011,1802.0
5/2 Div 1,1700.0,4.75,Summer,31466,Wey-Hi,Club,2011,1985.0
5/2 Div 2,1300.0,2.92857142857,Summer,31474,Bacon,Club,2011,1475.71428571
5/2 Div 2,1300.0,-3.54545454545,Summer,31472,Chowbox,Club,2011,1087.27272727
5/2 Div 2,1300.0,-3.14285714286,Summer,31469,Eat Club,Club,2011,1111.42857143
5/2 Div 2,1300.0,4.57142857143,Summer,31336,HAOS Theory,Club,2011,1574.28571429
5/2 Div 2,1300.0,0.181818181818,Summer,31342,Hucky McThrowandcatch,Club,2011,1310.90909091
5/2 Div 2,1300.0,0.0,Summer,31347,Maverick,Club,2011,1300.0
5/2 Div 2,1300.0,-1.63636363636,Summer,31468,Ultimate Showdown,Club,2011,1201.81818182
5/2 Div 2,1300.0,2.14285714286,Summer,31385,WHUF (Woods Hole Ultimate Frisbee),Club,2011,1428.57142857
5/2 Div 3,900.0,-4.4,Summer,31481,Dragons,Club,2011,636.0
5/2 Div 3,900.0,2.73333333333,Summer,31350,Flying Salsa,Club,2011,1064.0
5/2 Div 3,900.0,0.357142857143,Summer,31381,Get Flat Ultimate,Club,2011,921.428571429
5/2 Div 3,900.0,1.46666666667,Summer,31390,Granite State Grass Stains,Club,2011,988.0
5/2 Div 3,900.0,-2.6,Summer,31441,Green Flash,Club,2011,744.0
5/2 Div 3,900.0,-2.33333333333,Summer,31437,Hungry Hippos,Club,2011,760.0
5/2 Div 3,900.0,-4.30769230769,Summer,31440,JP House of Frisbee (JPHOF),Club,2011,641.538461539
5/2 Div 3,900.0,6.8,Summer,31434,JuJuHex,Club,2011,1308.0
5/2 Div 3,900.0,5.33333333333,Summer,31480,Killer Bees,Club,2011,1220.0
5/2 Div 3,900.0,-1.28571428571,Summer,31418,M.O.B.,Club,2011,822.857142857
5/2 Div 3,900.0,-7.09090909091,Summer,31356,Porkbellies,Club,2011,474.545454545
5/2 Div 3,900.0,4.7,Summer,31430,Rabbit Disk,Club,2011,1182.0
5/2 Div 3,900.0,0.272727272727,Summer,31396,Shark Lightning,Club,2011,916.363636364
5/2 Div 3,900.0,2.82352941176,Summer,31006,Spam,Club,2011,1069.41176471
5/2 Div 3,900.0,-5.0,Summer,31334,Spawning Alewives,Club,2011,600.0
5/2 Div 3,900.0,-3.4,Summer,31363,The Coasters,Club,2011,696.0
5/2 Div 3,900.0,-1.65,Summer,31369,THEM,Club,2011,801.0
5/2 Div 3,900.0,0.764705882353,Summer,31359,WolfGang,Club,2011,945.882352941
5/2 Div 4,800.0,-4.53333333333,Summer,31362,Deadliest Catch,Club,2011,528.0
5/2 Div 4,800.0,-5.375,Summer,31360,Natick Ultimate,Club,2011,477.5
Open Div 1,1400.0,7.8125,Summer,31475,Black and Blue,Club,2011,1868.75
Open Div 1,1400.0,2.8,Summer,31352,Crossroads,Club,2011,1568.0
Open Div 1,1400.0,0.777777777778,Summer,31355,Drunken Clams,Club,2011,1446.66666667
Open Div 1,1400.0,0.636363636364,Summer,31471,Fat Bass,Club,2011,1438.18181818
Open Div 1,1400.0,3.73684210526,Summer,31429,Flying Jackalopes,Club,2011,1624.21052632
Open Div 1,1400.0,1.88888888889,Summer,31476,HAMMERED!,Club,2011,1513.33333333
Open Div 1,1400.0,-2.2,Summer,31439,Savage Strike,Club,2011,1268.0
Open Div 1,1400.0,1.78571428571,Summer,31424,Scoober Steve,Club,2011,1507.14285714
Open Div 1,1400.0,1.71428571429,Summer,31339,Stall 9,Club,2011,1502.85714286
Open Div 1,1400.0,2.625,Summer,31473,The Jesters of Tortuga,Club,2011,1557.5
Open Div 1,1400.0,-5.18181818182,Summer,31438,Toon  Squad,Club,2011,1089.09090909
Open Div 1,1400.0,-1.25,Summer,31488,Tron,Club,2011,1325.0
Open Div 1,1400.0,-0.866666666667,Summer,31204,WiPPs Boston,Club,2011,1348.0
Open Div 2,1200.0,0.571428571429,Summer,31485,1412 Beacon,Club,2011,1234.28571429
Open Div 2,1200.0,-4.69230769231,Summer,31400,DISCtinguished Gentlemen,Club,2011,918.461538461
Open Div 2,1200.0,-3.71428571429,Summer,32108,FU,Club,2011,977.142857143
Open Div 2,1200.0,-4.46153846154,Summer,31486,Hucking Fooligans,Club,2011,932.307692308
Open Div 2,1200.0,-1.75,Summer,31483,Jiggy,Club,2011,1095.0
Open Div 2,1200.0,8.0,Summer,31482,Nipmuc Alumni,Club,2011,1680.0
Open Div 2,1200.0,-0.916666666667,Summer,31331,South Coast WiPPs   ScL11,Club,2011,1145.0
Open Div 2,1200.0,-4.4,Summer,31426,The Funky Bunch,Club,2011,936.0
Open Div 2,1200.0,-3.23076923077,Summer,31379,Walpole RUCKUS,Club,2011,1006.15384615
JP Coed,0.0,-0.857142857143,Spring,31065,Powdered Toast Man (39),Hat,2011,-51.4285714286
JP Coed,0.0,-0.857142857143,Spring,31066,Superman Fortyhands (40),Hat,2011,-51.4285714286
JP Coed,0.0,-0.142857142857,Spring,31067,Pullverine (41),Hat,2011,-8.57142857142
JP Coed,0.0,1.85714285714,Spring,31068,Darkwing Huck (42),Hat,2011,111.428571428
JP Mixed (4/3),0.0,0.714285714286,Spring,31190,Scooberman (1),Hat,2011,42.8571428572
JP Mixed (4/3),0.0,-3.85714285714,Spring,31039,Dr Manhattan's Blue Ballerz (2),Hat,2011,-231.428571428
JP Mixed (4/3),0.0,2.71428571429,Spring,31191,Doctor Horrible Decision (3),Hat,2011,162.857142857
JP Mixed (4/3),0.0,-0.666666666667,Spring,31040,RadioStacktive Man (4),Hat,2011,-40.0
JP Mixed (4/3),0.0,3.57142857143,Spring,31197,Skynet (5),Hat,2011,214.285714286
JP Mixed (4/3),0.0,-5.42857142857,Spring,31041,The Mark Knight (6),Hat,2011,-325.714285714
JP Mixed (4/3),0.0,3.42857142857,Spring,31194,Fantastic Forehand (7),Hat,2011,205.714285714
JP Mixed (4/3),0.0,-1.71428571429,Spring,31042,Purple Poacher Eaters (8),Hat,2011,-102.857142857
JP Mixed (4/3),0.0,4.71428571429,Spring,31196,Thor's Hammer (9),Hat,2011,282.857142857
JP Mixed (4/3),0.0,1.42857142857,Spring,31043,To The Hatmobile! (10),Hat,2011,85.7142857142
JP Mixed (4/3),0.0,1.16666666667,Spring,31195,Blade (11),Hat,2011,70.0000000002
JP Mixed (4/3),0.0,-6.0,Spring,31044,Huck Norris (12),Hat,2011,-360.0
JP Mixed (4/3),0.0,-2.28571428571,Spring,31201,Drivin' Miss Daisy (13),Hat,2011,-137.142857143
JP Mixed (4/3),0.0,-0.857142857143,Spring,31045,Underdog (14),Hat,2011,-51.4285714286
JP Mixed (4/3),0.0,4.33333333333,Spring,31200,The Incredible Huck (15),Hat,2011,260.0
JP Mixed (4/3),0.0,-3.28571428571,Spring,31046,Holy Handblock Batman! (16),Hat,2011,-197.142857143
JP Mixed (4/3),0.0,-1.14285714286,Spring,31198,Tiger Blood (17),Hat,2011,-68.5714285716
JP Mixed (4/3),0.0,2.28571428571,Spring,31047,Cuptonite (18),Hat,2011,137.142857143
JP Mixed (4/3),0.0,-4.57142857143,Spring,31203,Evil League of Evil (19),Hat,2011,-274.285714286
JP Mixed (4/3),0.0,-1.83333333333,Spring,31048,Ambiguously Gray Duos (20),Hat,2011,-110.0
JP Mixed (4/3),0.0,-5.28571428571,Spring,31202,Captain Hammer! (21),Hat,2011,-317.142857143
JP Mixed (4/3),0.0,4.5,Spring,31049,Aqua Team Huck 'N Force (22),Hat,2011,270.0
JP Mixed (4/3),0.0,6.5,Spring,31199,The Avengers (23),Hat,2011,390.0
JP Mixed (4/3),0.0,3.57142857143,Spring,31050,Xena Warrior Princess (24),Hat,2011,214.285714286
Lexington Coed (5/2) Weeknight,0.0,-4.2,Spring,31051,League of Extraordinary Handlers (25),Hat,2011,-252.0
Lexington Coed (5/2) Weeknight,0.0,-5.0,Spring,31052,Hellboy The Golden Army (26),Hat,2011,-300.0
Lexington Coed (5/2) Weeknight,0.0,4.66666666667,Spring,31053,D'Ninjas (27),Hat,2011,280.0
Lexington Coed (5/2) Weeknight,0.0,-0.6,Spring,31054,Superflick (28),Hat,2011,-36.0
Lexington Coed (5/2) Weeknight,0.0,-4.5,Spring,31055,The Biddler (29),Hat,2011,-270.0
Lexington Coed (5/2) Weeknight,0.0,4.0,Spring,31056,Just Disc League (30),Hat,2011,240.0
Lexington Coed (5/2) Weeknight,0.0,3.6,Spring,31057,GI Throw (31),Hat,2011,216.0
Lexington Coed (5/2) Weeknight,0.0,8.0,Spring,31058,Phantasmagoric Phearless Phlckrs (32),Hat,2011,480.0
Lexington Coed (5/2) Weeknight,0.0,1.0,Spring,31059,Incredible Huck (33),Hat,2011,60.0
Lexington Coed (5/2) Weeknight,0.0,0.6,Spring,31060,Baby Blue Avengers (34),Hat,2011,36.0
Lexington Coed (5/2) Weeknight,0.0,-1.8,Spring,31061,Sandman (35),Hat,2011,-108.0
Lexington Coed (5/2) Weeknight,0.0,4.75,Spring,31062,Huckwing Duck (36),Hat,2011,285.0
Lexington Coed (5/2) Weeknight,0.0,-8.6,Spring,31063,Aqua Teen Hucking Force (37),Hat,2011,-516.0
Lexington Coed (5/2) Weeknight,0.0,5.0,Spring,31064,Fantastic Force (38),Hat,2011,300.0
Milford Open,0.0,6.83333333333,Winter,30943,All Your Breaks Are Belong to Us (11),Hat,2011,410.0
Milford Open,0.0,-10.4285714286,Winter,30944,Duckroll (12),Hat,2011,-625.714285716
Milford Open,0.0,3.25,Winter,30945,FlickRoll'd (13),Hat,2011,195.0
Milford Open,0.0,6.375,Winter,30946,Slowly Getting Faster (14),Hat,2011,382.5
Milford Open,0.0,3.33333333333,Winter,30947,POWERTHIRST (15),Hat,2011,200.0
Milford Open,0.0,-2.14285714286,Winter,30948,Huck My Life (16),Hat,2011,-128.571428572
Milford Open,0.0,-3.28571428571,Winter,30949,Charlie Bid Me (17),Hat,2011,-197.142857143
Milford Open,0.0,-3.85714285714,Winter,30950,Icanhaszonedefense (18),Hat,2011,-231.428571428
Revere Open,0.0,-4.83333333333,Winter,30933,I can haz hammerz (1),Hat,2011,-290.0
Revere Open,0.0,-1.16666666667,Winter,30934,Dramatic Headfake (2),Hat,2011,-70.0000000002
Revere Open,0.0,8.25,Winter,30935,Flick in a Box (3),Hat,2011,495.0
Revere Open,0.0,2.0,Winter,30936,Double Rainbow (4),Hat,2011,120.0
Revere Open,0.0,0.142857142857,Winter,30937,Rejected (5),Hat,2011,8.57142857142
Revere Open,0.0,-2.16666666667,Winter,30938,2 Girls 1 Disc (6),Hat,2011,-130.0
Revere Open,0.0,-1.0,Winter,30939,Still Loading  (7),Hat,2011,-60.0
Revere Open,0.0,-12.0,Winter,30940,Hardcore Parkour (8),Hat,2011,-720.0
Revere Open,0.0,5.14285714286,Winter,30941,Team One Clap (9),Hat,2011,308.571428572
