,divname,divrating,plusminus,season,teamid,teamname,type,year
114,Danvers Weeknight,0.0,2.4,Winter,40146,Ch ch ch ch changes (7),Hat,2016
115,Danvers Weeknight,0.0,1.5,Winter,40147,Snapes on a Plane (8),Hat,2016
116,Danvers Weeknight,0.0,-2.85714285714,Winter,40148,Grabthar's Hammer (9),Hat,2016
117,Danvers Weeknight,0.0,6.85714285714,Winter,40149,Sons of Worvan (10),Hat,2016
118,Danvers Weeknight,0.0,1.14285714286,Winter,40150,Alan Flickman (11),Hat,2016
119,Danvers Weeknight,0.0,-8.28571428571,Winter,40151,The Half Blood Bowies (12),Hat,2016
120,Danvers Weeknight,0.0,-2.0,Winter,40152,Slytherindoor (13),Hat,2016
121,Danvers Weeknight,0.0,2.6,Winter,40153,Severus Stardust (14),Hat,2016
122,Northborough Open,0.0,1.875,Winter,40154,Hans  Scoober (15),Hat,2016
123,Northborough Open,0.0,-1.25,Winter,40155,Queen Snitch (16),Hat,2016
124,Northborough Open,0.0,3.125,Winter,40156,Disc Space Oddity (17),Hat,2016
125,Northborough Open,0.0,-3.75,Winter,40157,Ziggy SnapeDisc (18),Hat,2016
126,4/3 Div 1,1700.0,-2.75,Fall,39861,Bear Cavalry,Club,2015
127,4/3 Div 1,1700.0,-5.0,Fall,39863,BUDA U19 A,Club,2015
128,4/3 Div 1,1700.0,-5.75,Fall,39693,Burnt Pudding,Club,2015
129,4/3 Div 1,1700.0,2.33333333333,Fall,39650,FallChart,Club,2015
130,4/3 Div 1,1700.0,1.8,Fall,39688,GrassBurner Harvest,Club,2015
131,4/3 Div 1,1700.0,3.66666666667,Fall,39658,Nutgetters,Club,2015
132,4/3 Div 1,1700.0,2.4,Fall,39659,Pickle Bush (LPFK),Club,2015
133,4/3 Div 1,1700.0,5.25,Fall,39672,SnakeCountry Bromance,Club,2015
134,4/3 Div 1,1700.0,-1.0,Fall,39874,Somerville Youth,Club,2015
135,4/3 Div 1,1700.0,-1.85714285714,Fall,39653,Stormageddon V,Club,2015
136,4/3 Div 1,1700.0,-2.28571428571,Fall,39710,Supermona Reloaded,Club,2015
137,4/3 Div 1,1700.0,-0.25,Fall,39705,The Animals,Club,2015
138,4/3 Div 1,1700.0,-0.833333333333,Fall,39649,Topless Pillow Fight,Club,2015
139,4/3 Div 2,1300.0,-6.25,Fall,39697,A Lil Bit Sticky,Club,2015
140,4/3 Div 2,1300.0,-3.25,Fall,39817,Apocalypse Meow,Club,2015
141,4/3 Div 2,1300.0,-10.0,Fall,39864,BUDA U19 B,Club,2015
142,4/3 Div 2,1300.0,0.142857142857,Fall,39647,Dartmouth Women's Lacrosse,Club,2015
143,4/3 Div 2,1300.0,-2.42857142857,Fall,39862,Disc Envy,Club,2015
144,4/3 Div 2,1300.0,7.42857142857,Fall,39711,Downstream,Club,2015
145,4/3 Div 2,1300.0,-6.0,Fall,39715,FallMinion,Club,2015
146,4/3 Div 2,1300.0,3.2,Fall,39669,Furtle Boy,Club,2015
147,4/3 Div 2,1300.0,0.25,Fall,39651,Haunted HAOS,Club,2015
148,4/3 Div 2,1300.0,-3.0,Fall,39814,Hippos,Club,2015
149,4/3 Div 2,1300.0,5.85714285714,Fall,39813,Injustice League,Club,2015
150,4/3 Div 2,1300.0,-3.2,Fall,39708,Lady and the BAMF,Club,2015
151,4/3 Div 2,1300.0,-2.0,Fall,39716,Moose Lightning,Club,2015
152,4/3 Div 2,1300.0,0.2,Fall,39660,Nerd Alert ,Club,2015
153,4/3 Div 2,1300.0,-1.0,Fall,39820,O'Rhinos,Club,2015
154,4/3 Div 2,1300.0,-2.83333333333,Fall,39656,OctoberFetch,Club,2015
155,4/3 Div 2,1300.0,1.0,Fall,39683,Reading Rainbow,Club,2015
156,4/3 Div 2,1300.0,-0.714285714286,Fall,39677,Return of the Jedi,Club,2015
157,4/3 Div 2,1300.0,3.0,Fall,39689,Rubs the Duckie,Club,2015
158,4/3 Div 2,1300.0,4.14285714286,Fall,39703,Scoobers in Scotland,Club,2015
159,4/3 Div 2,1300.0,2.0,Fall,39713,The BUT,Club,2015
160,4/3 Div 2,1300.0,1.66666666667,Fall,39706,Toads,Club,2015
161,4/3 Div 2,1300.0,0.875,Fall,39712,Upstream,Club,2015
162,4/3 Div 3,900.0,-1.28571428571,Fall,39707,Batman and the Robins,Club,2015
163,4/3 Div 3,900.0,2.8,Fall,39655,Fall Dirt,Club,2015
